id,int_id
100028477381,31944
600004265382,10806
600004814789,9079
100023331834,57059
100023331835,43650
100023331832,29975
100023331833,359
100023331830,39986
100026230365,31281
600004305753,30494
600002188011,42644
100023478560,56412
100025785881,59237
100023827578,18839
600003122492,46052
100029250077,25540
100023827573,25702
100029494745,32271
600003122499,56316
100001382116,51295
100023827577,37567
100024383187,21197
600003425567,47886
100024960100,50408
100023763440,58894
100023763441,38173
600003938146,40192
100023347290,57060
600004213588,21991
100028430942,53885
100022766258,26877
100023002305,27163
100024992035,22440
100029325267,41342
600001735776,54822
100028537859,1435
100028431219,52714
100023198534,19985
600001702224,52452
100016071628,24477
100027751608,47172
100023051979,18798
100024339186,21822
100025322500,6509
100025322501,19142
600001287034,41671
100027103105,8049
100025356691,4698
600002233683,11344
100000018780,52504
100028115949,41007
600003270618,18697
600004929107,48531
100000065453,17801
600001335926,5449
600004318680,20225
600003270610,2412
100023021587,26295
600004388212,18416
100023344388,27470
100026529316,34051
100026668359,36718
600001357707,30454
600004805635,52812
100025078966,55883
600003984597,16568
600002575393,10776
600003799236,16260
600000773306,3896
100025817927,52647
100025817926,40962
600004466484,8769
600004466482,25314
600000574259,57883
100022728874,19397
600002711362,24984
100024068016,19734
600002711367,3310
600002711364,47560
100027692839,4751
100023378765,24786
600002711369,30784
100028158171,6859
100028158170,19831
100029293556,11021
600001607410,24968
600002575395,57275
100000014559,38088
100029251306,27333
100025436736,8603
100026255802,48949
100023344054,17261
100023344050,23906
600002479175,6043
100028113045,42872
100023346993,29362
100028345754,49886
600004469760,34482
100023617678,17279
100024851205,38522
100023617676,47678
100025820448,13345
600001999864,33553
100000407993,14176
100002567540,43337
600001942964,15336
100023527277,36058
600001702221,39576
100029389300,54507
100000388879,45133
600003937744,32033
100029389305,43785
100028424618,51129
600003658742,12884
100028769541,38290
100023644830,54067
100025809465,17617
100028032123,39177
100016073662,19683
100000400071,48539
100000576921,51925
600003909163,51231
600002460064,24113
600004652360,46705
100013221457,56685
100025820446,27876
100025885354,46544
100026442167,53248
100023848942,45224
600004431209,53693
100025524065,33423
100000562948,20554
100026979217,49862
100029034992,57550
100028803509,7509
600003726535,44465
100029275857,17706
600004114537,3631
100029275851,1136
100029275850,46314
100029275853,25542
100024256840,39093
100025790639,49501
100025509339,47121
600002380658,11930
100023594179,17558
100023889910,14544
100026606712,142
100026606710,24581
600002416223,46965
100023037658,44238
100000028148,19641
100027155696,46570
600002588896,7238
600003507264,12882
100026247075,5328
100000028141,39320
600000300677,52432
100028284206,43489
600000639170,21650
100024966227,17309
100028879688,41630
600001145449,9616
100026543223,60473
100026543222,24292
100026543225,4122
100029465549,4192
100026543227,2275
600001571355,40162
100028325647,8667
100028325646,7484
100028325642,15563
100024428018,38201
600001939840,32881
100023623222,50686
100028425569,29184
100013212652,626
100024443674,46811
100027555850,26404
100024443672,41851
100024443671,31261
100024443670,5898
100028912935,59595
600003599528,35390
100024443679,41233
100029261613,40735
100001148610,54021
100028617106,50190
100026631772,20954
100001150798,22944
100000574381,12635
100027345469,9843
100025535987,34927
100001150790,50017
100028989365,12175
100022707857,35147
100001150793,22943
100027743657,4448
100028791757,6577
100027743655,11269
100027743654,31924
600003889936,41716
100028111535,19219
600003889934,24422
100025531291,14282
100022729375,19398
600003889933,57618
600003889930,57301
600003889931,37168
600001082572,41663
100000379459,60029
100024428545,42154
600003889938,34190
100028366874,43755
600004650922,40210
600001589820,35636
100024252301,394
100028094159,20988
600001901574,55121
600000528114,33204
100024252309,22429
100000106135,40535
100020141494,23574
100027989183,54176
100024219084,35207
600001539501,22262
100025985001,36415
100000574658,40846
100014978527,40263
100025370254,23657
100001278587,17822
600003613661,6662
600001566286,19592
600001566284,17741
100026805595,42527
600003264209,51213
100027412474,40389
100028340073,10420
100029030198,16196
100023002151,18797
100023705552,23935
600003971336,21983
600002857102,5465
100000575382,27751
100028447456,41023
100000420674,50005
100029030197,4484
100023593332,14845
100029412398,22855
600003032600,38354
100023593334,25404
100025347849,42494
600004753427,55470
100029412397,29512
100001148448,50965
100026824549,9532
100001278051,38419
100001278052,33319
100028377922,32547
100023590670,37860
100028195451,16467
100023710196,52582
600004521865,56339
100029030627,43527
100023415050,2798
600000992990,49928
100028937742,48141
100028937741,48733
600002271835,5733
600001179115,9341
100023799304,39418
100028286578,53587
100029419770,52140
600004874977,1814
600000746572,31672
100023389356,54655
100022898079,59153
600004437595,585
100028504245,3864
100028116086,10700
100001282525,38420
100028302788,10708
100023614599,673
100001282529,38125
100023614595,3122
100028504249,5395
100027331576,52690
100023900907,39422
100028656791,52412
100024843147,53813
100023201485,13607
600004230057,32638
100024445143,20649
600004882535,9083
100023670097,34864
100028955962,7814
100028955961,50504
600004022810,41719
100024201862,6492
100024201863,28779
100028804332,18952
100028873246,40730
100026631902,8935
600000101294,36212
100022918374,53756
100026631905,34645
100023246981,29357
600001181890,31088
100023526076,54058
100028595354,16489
100028595355,25225
100028999685,36776
100026255807,30351
100028595352,10163
100028595353,45354
100027989233,25813
100027989232,46882
100028595358,13742
100027989234,25814
100024967663,1031
100028999689,48737
600004231155,4567
100028341850,24629
100027351817,9844
100028341852,8081
600004443547,12894
100002564030,10856
100026738613,3486
100024369463,53803
600001487308,10464
600000454229,43233
600000454228,44730
100000562127,24452
100000039684,60018
100028172355,45335
100029316232,59323
600000454223,20154
600000454222,54518
100028172359,23405
600002758454,7858
600002758453,33854
100027675229,8957
100024254575,38812
100024882079,10354
100025763043,30057
100024882070,22126
100024882071,3152
100001282389,4610
100029476725,57872
600000002797,41055
100026781101,37035
600000396499,23459
100025932838,6811
100026781108,36429
100026781109,44641
600003569647,53963
100023006657,55235
600000102443,6609
100025804466,23661
100022895348,28728
600000002793,13772
100028481778,2332
100027010370,8336
600000454590,4804
600002989344,25585
600001103565,60553
100023978265,7979
100023714990,60094
600001276092,55116
100000028974,31150
100026648360,14612
100013241043,17832
100028656585,8380
100024703610,59509
100026648369,13362
100013241049,38429
600001714411,58216
600001714412,31682
100026207763,57791
600004876604,41124
600004876606,22004
100023849029,5288
100023849028,13296
100001280831,15098
600003397853,27702
600004734402,8773
100023849023,55565
600003180469,33569
100023256331,11457
100024368338,13956
100000497213,12305
100000584387,20834
600004271687,11099
100024368336,45556
100000584384,14787
100027112123,12446
100024089521,9763
100028503565,30122
100028503566,14346
600000068160,42611
100027032591,30674
100027356459,4146
600004453830,40512
600004901867,3969
600001181514,11048
100013201081,43898
100028526705,48431
600004583924,43592
100025347559,39454
100000415373,6102
100024459906,7709
100029370485,11901
100026668156,20077
100000018502,8781
100003152873,16316
100023002933,20287
100013243992,336
100023002935,55812
600001827187,56299
600001827186,57268
100003152878,14191
100024123096,40617
100000584038,11707
100022817126,2494
100022892049,43909
100026488786,38231
100001321241,41462
100023476212,47072
100023476210,32115
600001040581,35348
100000085578,60342
100001284689,49385
100001281126,19959
100023531613,21174
100000581600,40238
100001281122,31176
100013215352,39363
100026104934,34635
100013274447,11146
600001984824,35052
100026604991,23682
100027749798,36743
100022801068,52255
100023572723,38787
600003104963,10786
600003939812,59997
100022892042,29347
100027188528,30988
100025359520,30942
600001969054,2670
600000159736,23768
100026551281,42826
100000075008,24741
100000496166,23855
100000011307,39630
100028518703,10160
600003936231,47574
100024936277,48032
600004575113,58534
100024932996,52625
100013242027,26566
600003952243,19912
100024076427,31248
600003952240,16264
100001285924,22342
600000066708,5423
100028286383,55661
600000066705,1461
100023672003,45526
100023890178,59806
100025537285,33424
100023461421,16062
600004169832,53093
100026526850,31593
100001284039,44846
100025078661,21837
100024834585,25134
100027163451,13376
600001010843,19576
100001284037,58561
100000093523,9097
600004457688,18111
100024344385,45244
100025830552,4708
100000578119,41749
100000578118,9419
100025715585,39127
100028286384,28535
100023250813,58594
100029251402,58452
100024227426,42476
100028210663,53879
600004286075,9064
600001177553,12546
600004286070,3338
100001324867,41156
100024518512,4682
100025334353,42491
100028146097,14947
100026526858,6826
100002569010,57348
100002569017,7633
600004561181,4861
100028423156,35309
600002467023,47554
100028329763,38600
100022730841,36622
100024028310,13305
100001554321,15717
100022730844,59148
100026765873,52069
100002117208,34534
100026000231,59532
100029071758,41339
100024258772,56758
600004470388,3341
100026103986,35824
600001678722,15635
600003937499,58246
100024464809,2539
600001678724,24970
100029325293,24658
100002566592,33333
600000321488,54516
600004813373,5771
100026435084,55912
100029406300,15306
600001585099,51523
600001673841,35924
600002484105,27990
600002484100,32012
600000025634,2965
600003349071,20504
600003349074,12881
600004241534,60606
600002189702,20487
100029000108,41636
100026973897,28179
600001415123,53045
100022729030,5242
100022729036,14810
100000579247,10264
100023801383,55562
100025713322,422
100000016616,39318
600002350509,6642
600002350503,39581
600001000811,26771
100026104066,46230
100026104067,746
100026104064,20370
100028506210,34698
100028187960,37073
600003409293,29264
600000455951,24083
100000042316,42049
100024214079,56754
100024214078,3748
100023372389,6155
100028453241,15893
100028453245,40714
100028273394,34681
600000519519,49295
100023901714,49176
100023901712,27495
100028287806,40699
100026821018,3813
600003269462,27373
100026222259,37932
100026765874,49519
100027065525,32205
100027599445,15253
600003269469,5160
100001276660,21113
100023373247,52266
100023909394,31842
100024142581,7374
100024555528,31863
100024142585,48628
600003358771,15649
100022728765,32400
100026765875,52070
100002565021,3675
100025719671,38221
100025719672,19157
100000045818,12622
100000045817,4873
100027333755,35271
100027333754,23090
600002114732,25276
100024037669,16972
600003339840,41708
600002802838,43268
100025462250,29103
100026967729,33456
600003103436,2685
600000489090,42616
600002827407,876
100024556766,32158
100028662037,54198
100028310363,26131
600003104831,52467
100028196389,57195
100028919642,28886
100022709189,4011
100024354223,20912
600004674093,19927
100028919646,22226
100024354224,29689
100024354227,24256
600004674097,7887
100024354229,16389
600004674099,56344
100023855187,12373
600002976911,40180
100027539110,18916
100023859831,2821
100024148457,34011
600004173564,23507
100028706546,7507
600004173566,27711
600003281331,27698
100022878990,16626
100002209850,18774
100022840727,30569
100029314339,49910
100000100894,40533
600003567968,48797
100022802863,7333
100023765533,7687
100026237136,2866
600002678281,56308
600004390173,41727
100023890353,48004
100026489218,17011
600001883484,40773
100023890350,41832
600000394095,32275
100023021116,6456
100026489212,7745
100024265712,15167
100024494679,22114
100023477945,7668
600003897104,16864
100000431791,30526
100024215881,20641
100024215880,32142
600002201216,4525
100024215885,54090
100024215884,2219
100027107916,20973
600001524160,32294
600003893614,18405
600001524164,16840
100025393817,40042
100000415221,25038
100024049080,8572
100023876509,12984
100001313200,8219
100027107918,40677
600002783649,60580
100022775757,55224
100001148421,3070
100001148420,23556
100029337606,12523
100027380922,4443
600004539965,56341
100028488099,23120
100000102814,55774
100002137259,58571
100026823568,45618
100026823563,2285
100029404210,3887
100023596121,50680
100023472273,26311
100023472275,3115
100023472276,29367
100002569826,26869
600003168184,11941
100025486749,49817
100000366749,39329
100025762890,28811
600003327997,27700
600000751851,13460
600003393369,11081
100001148390,10005
100001148395,26551
100028707707,30414
100029403973,48743
100028151962,55363
100028707708,37995
600004530346,1809
100022963734,54933
600004580770,56637
600002306693,9632
600004893189,11106
100024183034,14855
100025667843,48357
100025667880,42502
100024985929,58081
100023347725,33973
600000811840,16524
600004225425,57942
600000811842,35914
600000811843,11911
600000811844,9910
600002858826,17455
600000811846,35627
600000811847,44735
600002350880,31104
600002767251,15029
100028735381,48133
600004585690,44166
100025633677,42806
600003096760,17153
600000194355,3570
100025366313,9791
100029199660,53012
600000462844,533
600004893236,39009
100024892929,40036
100000566023,11420
100023889426,51362
100023889424,10329
600001489893,51180
100024356881,36676
600004422100,36876
600001639642,38962
100028103439,33481
100022859258,39974
100028103432,14650
100022728499,43344
100028103431,12483
100024261712,48011
600003610664,38057
100029222892,39548
100024516706,14569
600004498900,16879
100024261714,29687
100024261715,9770
100024516709,6786
100026824039,14309
100026021670,37017
600003661035,56944
600003760973,19005
600002226296,36836
600002380850,51530
600001544726,41975
600002047816,46957
100000032689,14458
100001014510,60354
100000032685,25939
100000032686,27409
100000379318,30519
100029092477,35329
100023647737,7357
100024751435,16989
100028336857,15566
600003272934,36547
600002767878,45078
100022805062,37525
100028336858,11583
600002196087,35639
600002381186,16541
100029566703,14981
100013212920,13237
100013212922,23570
100027163718,41901
600003761808,34766
100026555002,4721
100026555003,10380
100028156588,18930
100024255493,38500
100026555004,38553
100029406285,41050
100024445388,33058
100000398250,44495
100024245963,46197
100026825076,40375
100015106636,44861
100028482274,44379
100000400379,39022
100023247618,3102
600003490989,24992
100028025879,42232
100028927188,28887
600001481683,21667
600003461245,53370
100026391078,8924
600004544270,23203
600003333009,33570
100022847964,16933
100028025937,31620
100023587476,46169
100026619011,39148
100026605863,51079
100026598434,1974
100025953730,8024
600004361687,34479
100028437168,28216
100025653157,48656
600001526767,46028
100029017007,22541
600002346573,11346
100027166194,7147
100024428035,47100
100024748136,109
600003511945,44778
600000749238,32279
600003011735,59665
600000749237,41367
100000402473,25343
100000402475,33305
100000402476,9414
600002222132,28611
600002222131,6925
100024286672,25436
100026066478,30066
100024343453,57108
100022827268,14503
100027698662,25196
100029486529,20747
100029486528,57561
100027698667,6845
100028327998,5667
100024286671,50085
100001305145,49386
600004444083,17780
100028143307,2615
100028327994,48417
100028283866,4463
600001569669,44425
600004798446,51256
600002499209,13807
600004798445,23208
100000373789,13206
100025787831,1670
600003459327,3614
100020529235,27149
100028091885,13726
100024450784,4386
100024556690,18863
100025918783,18880
600001100969,5116
600001100968,38644
100024556698,43408
100001382093,52237
100028091888,164
100000024424,23838
100000024423,45120
100001277243,56088
100026640317,32794
100026640316,24583
100024068936,5580
100026640312,9811
600003755607,15981
100027372961,24019
100002119698,29619
600002970046,37447
600003549465,45088
100028918254,32844
100024446120,29695
100024446121,21511
100022719440,21443
100022719442,36936
100024446128,36097
100024446129,11494
100028328017,57522
600002758153,41695
600000661250,54801
600001966012,34158
100000066112,37789
100027482791,50466
100027482792,52093
600002712280,24121
100023650961,56732
100022943716,27157
600001546951,44105
100029009836,3262
100029009837,10735
100029009834,13434
600003325437,22896
100024186872,50708
100026852545,51088
100024960103,9784
100026896614,36140
600004448037,57950
100028661035,56859
100028661034,14672
600001958375,49939
100028595133,53603
600002761245,31703
100023801104,1623
100023616715,15463
100026855011,28176
100023616712,4948
100029565664,45380
100028427587,8674
100026639294,10109
600001067288,33541
100026639299,33451
600001067289,6913
600000518690,24954
100000400037,13211
100024250207,49782
100000400032,5207
100000400030,33608
100000400031,23849
100024250209,45552
100023913522,7976
100028088647,14941
100023403293,5854
100000393822,35120
100023403291,24791
100000015247,58543
100025902351,42197
100000015245,48225
600003397101,3017
100000027618,37490
100024190539,50079
100022730569,54037
100025424883,4097
100029041316,53618
100023655875,20889
600000890020,53634
100023527335,56414
100022923426,58022
100028789106,18949
100028789107,9581
100028606835,37686
600002759911,24123
100027099738,18595
600002587702,49944
100023595419,23604
600004864960,32055
100022891660,18481
100013242228,30859
100029220408,44715
100022891664,14504
600000752364,50869
100025586328,58371
100029220406,13437
100024200568,51375
100024247577,59493
600003802887,16261
600003268904,49325
100025629558,16706
100022894496,6444
100025629557,14894
100025812747,52047
100026781645,42212
100024930442,52327
100022794506,28726
100023451400,49421
100024383271,22741
600002376431,13154
100025761107,11520
100024701945,17304
600002476272,2088
100026781643,24863
600000574839,5109
100002458493,51943
600004547298,20528
100002567357,12936
100023709696,22721
100023441078,975
100023441079,15451
100028502945,180
100023441075,29655
100023441077,47070
100023441070,31823
100023441071,7665
100023441072,16353
100023441073,23916
600003973041,49657
100026257335,55315
600004653058,3962
100000570103,45811
600004250200,47587
600003029299,33859
600003131638,41702
600004650881,47598
100027259582,23699
100029403992,57234
100022960729,50990
100000015771,41437
600004535322,18419
100000571278,43327
100022728720,19685
100022728725,52838
100023634658,36066
100000400968,49368
100001148985,5224
100001148980,17511
100023023853,1872
100026669129,48062
100022999649,958
100027259585,2893
600004307791,43294
100023032498,9149
100027259584,4142
100027673310,59566
100028508059,56250
100024153570,16096
100026103842,1393
100023690408,7052
100027259588,54739
100027538426,29774
100028273680,46896
100028945483,41634
100024248835,40323
600002586661,32610
100023857934,43387
100022966757,16630
100000102705,46111
100026933929,1688
100025762747,24274
100027538429,32813
100026933925,52075
100026734048,16732
100026933927,44973
100024695986,33712
100015106675,55515
100025321796,16116
600002186804,59052
100028428864,41935
100022761885,54928
100029009580,48144
100029009587,50839
100029009584,31654
100022729234,23577
100023594452,38788
100022729230,35150
100025634084,47418
100023594458,5571
100022729239,1587
100000371689,36590
100022728184,12662
100022728186,4329
100023846920,4047
100022728189,60370
100024182041,33389
100023621302,37261
100023621303,12365
100024807815,1655
100023621301,36965
100028302424,59895
100023621307,20884
100023621304,55254
600001547099,51183
100023621308,54664
600001358448,28913
100028874193,42591
100000398934,38408
600000857518,37724
600000725444,537
100013907856,38758
600003181811,16247
100023350635,28086
100023350634,31512
100001283086,27135
100001283089,2473
600001012752,32581
100027751610,49872
100022776222,45850
600002362441,57272
100013254546,37219
100022841036,25066
100028872551,51140
600004230125,27098
100024427062,41532
100001285565,42072
100002565221,41161
600000135635,1746
100023170679,11454
100000563198,16010
100023624403,55557
100024208511,40020
100023636832,12368
100029255653,23129
100023636834,38170
100027508242,43473
100023009174,19086
600002863246,58508
100026967124,44975
100000565935,53417
100028598594,20721
100028598591,39196
100024576033,53502
100024576030,8591
100028598592,2021
100022811193,52256
100000587880,50621
100024576038,56463
100028173703,1110
100028345545,36176
100028802882,28224
600000045011,14365
100024045273,41217
100023800676,81
100023007407,2179
100028345548,8978
100025732663,4105
100024843266,38520
100024163446,29071
100000563449,52228
100023587753,23007
100000087815,60026
100027063278,57166
100013201749,10276
100002221361,38131
100024276315,60433
100025404592,17930
100000582455,32374
100029011232,19859
100028129630,24902
600001380655,26780
100001287352,41154
100027129530,27265
600002414882,34167
100027129537,39489
100028187410,18308
100001284618,4900
600001002371,36223
600001002370,19575
100023628356,25697
100028029290,23716
100001284617,40851
100001284616,4899
100028029295,12479
100001284612,21750
100013239221,39677
100025490967,5619
600001722079,51188
100023895491,40614
100029398798,51495
600003756398,32325
100001553756,20576
100028491117,49001
100023001587,40279
100000042693,33910
600000973329,14995
100013240522,59429
600003893453,42977
100013240521,15428
100027129282,28501
100013240525,5235
100028986364,31959
100025346522,17928
100023763442,49432
100022818017,60062
100026070656,49507
600004629025,15992
600001554002,860
100000093292,1555
100028285688,42570
600003909793,42337
100000093291,52514
600004662475,17786
100000093299,19649
100024782397,42798
100027003471,52954
100001328343,5815
100023894359,53781
100023528531,57068
100023528530,45879
100029204132,26447
600001227004,48470
600000454412,21327
100026736553,31902
100029204139,35889
100001320415,29328
100000415791,47624
600003901588,28634
100026612219,51420
100027508280,54169
600001382932,56586
100000415794,55188
100000415796,48543
100000415799,49106
100000028832,3973
100026612214,11816
100024745304,24830
600002747247,30181
600003393169,13167
100027171929,48076
100024748552,7400
100024748553,37592
100024748550,58074
100024748551,49802
100028561518,15290
100025738231,8305
100013212609,52545
100027214614,13381
100001280977,6421
100027211222,55020
600003573169,16562
100027214613,46867
100026207765,46547
600000696823,6618
100026207766,33735
100028557158,27627
100026207760,30350
600000696827,37720
600000696826,1470
100023523314,31517
100000576699,16300
100022894867,12670
100023624477,55838
600001247743,33840
100023621486,20317
100025945398,56192
100025805837,2256
100023621489,35761
100026544768,28488
100029618759,6011
100029618758,10745
600002425165,55134
100023361013,10039
100023938949,58621
600000978755,57890
100025633346,19153
100023633079,16072
100026257349,47753
600001669494,15332
100028026211,6260
100028026215,4451
100001325542,9700
100022919862,3698
100013238686,49716
600002406532,38039
100028354475,31940
100000497403,19655
600004732112,55469
100000497401,59720
100023650585,26606
600004732113,19345
100001285228,53144
600002779579,28282
100022776173,28720
100024454332,35794
100024454333,47717
100024496866,26946
100024496860,4681
100024454337,105
100024496863,28797
100024543605,42796
100024227580,31539
100002577161,37515
600000450461,532
100024543603,36682
100029390632,36497
600003431016,29876
600003431014,9377
100028185226,3852
100000586731,22331
100023975039,49774
600004101975,55747
100003152682,52247
100022879267,43350
100027226094,48396
600002168346,56027
100000569768,49110
100024430116,101
100024430111,18235
100024430112,9776
600000116683,37115
100026555244,52942
100028871285,14965
100026555243,32506
100025763865,22449
100025763866,22450
100000581832,22329
100022709605,14199
100027382354,10401
100026527031,1062
100028572210,7505
100028572211,40420
100028345505,53588
600003832772,52482
100024292416,3145
600002201821,23481
600002201820,30463
600000696173,56282
600000282732,48159
100022859312,21771
100023923367,46186
100028181109,47804
600001559187,30168
100028181107,47803
100024076585,3743
100026640214,26087
100027254738,11836
100000075270,13865
100000075272,11692
100028321122,25214
100023441986,10045
600001120253,7833
100001329241,44212
100028321128,2925
100028453325,50819
100028102589,21587
100026007061,745
100000011110,59100
100026007066,44955
100026007067,56194
600004290446,4857
100023670700,7051
100028102586,43184
600001415088,46346
100028328407,24045
100027650736,28852
100028328409,48110
100028185488,23725
600001226633,55413
100028179800,52984
100028743005,33799
100000567616,47627
100023801883,3134
600001903428,53053
600001291441,47851
100000496468,9103
100000496469,4598
600000000288,36502
100028155610,12485
100024028292,30607
100029252051,17411
100024769603,45919
100001554482,32671
600002047907,41985
100024769606,10931
100028195849,45973
100001554488,32386
100023772499,34298
100026376798,41570
100027359618,57181
100000889538,18449
100027359612,34662
100022770183,20588
100027359614,7772
100023695605,21806
600003270614,34757
600004880061,22633
100028340578,53882
100013262429,3082
100002566255,44516
100022919440,40582
100002569207,23567
100027500905,51443
100026605125,140
600002278495,21048
100025998270,18264
600002523320,28929
100022727446,50033
100028327607,39526
100020528521,45171
600004101923,47580
600000032793,32272
600003984149,10511
600003549988,9957
600003549987,23813
600003984147,39910
100001803712,25366
600003984144,34195
100022827100,57692
100023801267,50066
100022827105,37230
100023801260,50370
100027308497,54162
100027308498,3508
100026344528,6821
100024267297,37582
100000042314,48229
100023801268,22085
100013217577,40571
100026552566,33741
100028821966,27328
600003168414,19607
600004241705,6671
100024002296,22419
100025537361,50419
600000689572,59336
600004766203,29906
600003349220,9050
100028562432,58163
100023430204,36352
100028053283,17364
600003349229,50267
100016182365,21763
100028053287,32820
100028053286,54180
100028053285,24036
100028053284,50169
100023256450,32416
100023256452,14826
100023256453,24501
100023959223,43097
100023256455,16944
100000362443,40536
100023256458,28400
100023256459,3104
100028354396,37082
600002794541,29256
100024930361,58928
100028447372,48119
600002844095,30473
100028447371,7496
600003719569,45769
600002762182,8433
100023198960,649
100022771630,22685
100027597432,45635
100027597433,5363
100023593432,47987
100026331035,27564
600002523587,60281
100024246795,43677
100025790598,36412
100029531936,24076
100000012238,34216
100022781948,41790
100026316680,11239
100000012237,38087
100024027235,55571
600001018978,6623
600001018976,12858
600001018977,60551
100013275256,37221
600001018971,25559
100016073237,40264
100027154964,1085
600001733084,17445
100013275250,50329
100027154969,19801
600000814589,40151
600000014329,49286
100023887920,16371
100023921584,53782
100024749093,31868
100001276496,56087
100023921583,34003
600003272319,42326
100026442350,38230
100026442352,3187
100026442354,59537
100023256747,46464
100028053427,6265
100028053426,42868
100028053425,28530
100028053424,31622
600002711360,27073
100028053421,39511
600002369888,16234
100029316234,35894
100023635046,50064
100026598130,46551
100023635042,57400
100024224118,41844
600000724046,30151
100024388462,60124
100023048619,40879
100001324149,49126
100023034404,24782
600002711365,9638
600002476071,54546
100029003820,45364
600004378359,2707
100002131889,53735
100028192479,42242
100029025302,47502
100024350925,8885
100026489395,138
600004201402,22905
600003378198,40798
100028328241,49254
100023526333,39073
100025804617,30058
100001278410,34244
100028292258,27932
600003379248,7563
100028292251,52987
100000036591,58270
100024909201,30331
100023390220,48600
100029407288,516
600000674537,37421
100025436738,31571
100020529345,45172
600004450215,51576
600001902073,57583
600004076451,16571
100000373907,27417
100029006636,8386
600003804742,39906
600000806254,14703
600004607823,31140
600003804747,34188
100002578405,2480
100023472270,38785
100023809641,3135
600003973072,56328
600003901237,44151
600004682278,56975
600003901238,30484
600004021006,32036
600004770522,6683
100023650756,7969
100024336878,60116
100028273449,5060
100024203251,59205
600004662370,46999
100026812610,2284
100028357811,27299
100025856790,20670
100001148215,17817
100024255868,43678
100001148210,14180
100013260939,54325
100025298851,55296
100024255863,16102
100000420707,24161
100024255861,13659
600001557876,17131
600000880420,15625
100025667906,26652
100027326254,37055
100027375631,39805
100029404028,21020
100029404029,57235
100028158191,53584
600002415815,10480
100029404026,6009
100029404027,7201
100029404025,23135
100028403800,37987
100023988327,21494
100023988321,10336
100023988323,31243
100023596367,51339
100023596366,982
600001179419,32289
100000032361,58269
100024249130,29077
100026040194,34940
100025304639,52633
100026476561,8318
100000401892,14466
100026476563,17949
600000194490,55395
100023347118,50049
100028195643,3531
